timestamp_s,trial_id,phase,stimulus_side,norm_x,norm_y,raw_lx,raw_ly,face_detected
1777402329.0313792,3,stimulus,right,-0.01488750345687384,-0.008769719925902475,0.38333256244659425,0.4982989430427551,True
1777402329.093789,3,stimulus,right,0.009838043323385004,-0.03353510194578757,0.376941043138504,0.49913924336433413,True
1777402329.1749508,3,stimulus,right,0.02149671026267863,-0.05973542815642263,0.37564008235931395,0.49920669198036194,True
1777402329.238798,3,stimulus,right,0.02793213380595655,-0.030585440619362192,0.3758533656597137,0.5006417810916901,True
1777402329.3018422,3,stimulus,right,0.01469197613266704,-0.04773955748416814,0.37460540533065795,0.49859861135482786,True
1777402329.3663447,3,stimulus,right,0.03003721651388741,-0.05147109210226908,0.3756554126739502,0.49830124378204343,True
1777402329.4304678,3,stimulus,right,0.026336272638252167,-0.05762138674048001,0.37476806044578553,0.49823738932609557,True
1777402329.4927242,3,stimulus,right,0.021856259177601367,-0.058984237805838724,0.3745799422264099,0.49744423627853396,True
1777402329.5586946,3,stimulus,right,0.02135207122206617,-0.05695873130543272,0.3748814225196838,0.49791147708892824,True
1777402329.6220121,3,stimulus,right,0.021976318185602972,-0.05316603540636611,0.37531291246414183,0.4976364493370056,True
1777402329.7026067,3,stimulus,right,0.023196140356042616,-0.053446934964030746,0.3756657958030701,0.497661167383194,True
1777402329.7655184,3,stimulus,right,0.024846130307033865,-0.05668986035027901,0.3754077672958374,0.4976359784603119,True
1777402329.8290699,3,stimulus,right,0.026211410399844925,-0.06142493272947647,0.37609354257583616,0.4977871775627136,True
1777402329.89253,3,stimulus,right,0.018729016305168378,-0.05905230287995655,0.37599329352378846,0.497808176279068,True
1777402329.956274,3,stimulus,right,0.02237059312715084,-0.05652692833293649,0.3762174010276794,0.4978519260883331,True
1777402330.021511,3,stimulus,right,0.02083581599045803,-0.05878789241832405,0.3763584494590759,0.49778265357017515,True
1777402330.0857909,3,stimulus,right,0.02403579191334948,-0.05888547326359039,0.3764029800891876,0.49854084849357605,True
1777402330.151634,3,stimulus,right,0.013351607632207774,-0.04505966502233183,0.37486414313316346,0.49717591404914857,True
1777402330.2310786,3,stimulus,right,0.02371270428574357,-0.041127913528333115,0.37425888180732725,0.49894323348999026,True
1777402330.294229,3,stimulus,right,0.02272932040251152,-0.05189523444312383,0.37280372381210325,0.4980029582977295,True
1777402330.3576458,3,stimulus,right,0.028813816100876855,-0.048970999467184306,0.3730701804161072,0.4988753855228424,True
1777402330.4222348,3,stimulus,right,0.02989756599959348,-0.05934031389544414,0.37338454723358155,0.4990067362785339,True
1777402330.486295,3,stimulus,right,0.02317960216097459,-0.055063591799093814,0.372771680355072,0.49908495545387266,True
1777402330.8014996,4,fixation,none,0.024196925322925444,-0.057523474608068614,0.3724979758262634,0.4991971909999847,True
1777402330.821045,4,fixation,none,0.021294875328794816,-0.052835900084633125,0.37316079139709474,0.501016891002655,True
1777402330.8875217,4,fixation,none,0.014928172739993695,-0.052172907690095416,0.37259501218795776,0.5003598690032959,True
1777402330.950597,4,fixation,none,0.018186134882745897,-0.06249853759349433,0.37253631353378297,0.5006803929805755,True
1777402331.0153883,4,fixation,none,0.018162367171179916,-0.06478304395122392,0.372801685333252,0.5008902966976165,True
